Date_measured_harvested	Pot Number	Total Slique Number	Slique Length (mm)	Seed_Num_estimate	Notes
6/21/18	314	11	8.16	89.76	
6/21/18	314	6	8.15	48.9	
6/21/18	314	7	8.43	59.01	
6/21/18	314	6	9.24	55.44	
6/21/18	314	4	6.78	27.12	
6/21/18	314	4	8.06	32.24	
6/21/18	314	3	6.89	20.67	
6/21/18	314	1	6.9	6.9	
6/21/18	314	8	7.94	63.52	
6/21/18	314	4	5.72	22.88	
6/21/18	314	3	7.17	21.51	
6/21/18	314	5	6.63	33.15	
6/21/18	314	5	4.67	23.35	
6/21/18	314	8	7.58	60.64	
6/21/18	314	1	5.56	5.56	
6/21/18	314	4	9.18	36.72	
6/21/18	314	5	6.24	31.2	
6/21/18	332	3	2.28	6.84	
6/21/18	332	1	1.65	1.65	
6/21/18	332	2	5.57	11.14	
6/21/18	332	4	5.48	21.92	
6/21/18	332	6	3.22	19.32	
6/21/18	332	4	6.56	26.24	
6/21/18	332	3	3.43	10.29	
6/21/18	332	4	4.93	19.72	
6/21/18	332	3	5.86	17.58	
6/21/18	332	4	5.37	21.48	
6/21/18	332	3	4.38	13.14	
6/21/18	332	2	4.5	9	
6/21/18	332	6	7.6	45.6	
6/21/18	332	5	7.44	37.2	
6/21/18	332	8	5.37	42.96	
6/21/18	332	3	6.84	20.52	
6/21/18	332	2	5.27	10.54	
6/21/18	332	3	7.55	22.65	
6/21/18	375	3	9.27	27.81	
6/21/18	375	4	4.38	17.52	
6/21/18	375	2	8.48	16.96	
6/21/18	375	3	5.97	17.91	
6/21/18	375	2	5.09	10.18	
6/21/18	375	7	8.95	62.65	
6/21/18	375	9	8.72	78.48	
6/21/18	375	5	7.96	39.8	
6/21/18	375	2	5.82	11.64	
6/21/18	375	2	7.49	14.98	
6/21/18	375	2	8.7	17.4	
6/21/18	375	2	10.21	20.42	
6/21/18	463	2	7.21	14.42	
6/21/18	463	2	6.38	12.76	
6/21/18	463	3	6.89	20.67	
6/21/18	463	5	6.99	34.95	
6/21/18	463	2	7.43	14.86	
6/21/18	463	2	6.12	12.24	
6/21/18	463	3	5.72	17.16	
6/21/18	463	2	7.78	15.56	
6/21/18	463	2	8.62	17.24	
6/21/18	463	3	5.4	16.2	
6/21/18	463	2	6.97	13.94	
6/21/18	463	3	6.87	20.61	
6/21/18	463	3	6.64	19.92	
6/21/18	463	4	5.32	21.28	
6/21/18	463	7	7.23	50.61	
6/21/18	463	3	8	24	
6/26/18	364	8	12.05	96.4	
6/26/18	364	4	4.16	16.64	
6/26/18	372	13	10.09	131.17	
6/26/18	372	7	9.9	69.3	
6/26/18	372	14	10	140	
6/26/18	372	5	9.29	46.45	
6/26/18	372	13	10.21	132.73	
6/26/18	372	9	9.87	88.83	
6/26/18	370	20	10.89	217.8	
6/26/18	370	13	11.21	145.73	
6/26/18	370	7	11.28	78.96	
6/26/18	370	5	9.1	45.5	
6/26/18	370	6	9.61	57.66	
6/26/18	370	9	10.27	92.43	
6/26/18	370	8	9.95	79.6	
6/26/18	370	7	10.01	70.07	
6/26/18	379	7	9.25	64.75	
6/26/18	379	3	5.98	17.94	
6/26/18	379	7	8.55	59.85	
6/26/18	379	5	11.19	55.95	
6/26/18	379	6	9.4	56.4	
6/26/18	379	3	8.54	25.62	
6/26/18	381	6	11.2	67.2	
6/26/18	381	14	10.53	147.42	
6/26/18	381	7	10.06	70.42	
6/26/18	381	12	9.34	112.08	
6/26/18	381	13	10.48	136.24	
6/26/18	381	9	10.18	91.62	
6/26/18	381	3	7.71	23.13	
6/26/18	381	2	8	16	
6/26/18	382	4	8.74	34.96	
6/26/18	382	13	11.04	143.52	
6/26/18	382	12	12.69	152.28	
6/26/18	383	9	11.99	107.91	
6/26/18	383	8	11.24	89.92	
6/26/18	383	17	11.7	198.9	
6/26/18	383	11	11	121	
6/26/18	383	7	8.75	61.25	
6/26/18	383	8	10.5	84	
6/26/18	383	14	12.77	178.78	
6/26/18	383	6	9.73	58.38	
6/26/18	364	8	12.82	102.56	
6/26/18	364	2	8.62	17.24	
6/26/18	364	4	6	24	
6/26/18	364	3	7.69	23.07	
6/26/18	364	3	10.32	30.96	
6/26/18	364	3	9.22	27.66	
6/26/18	364	4	8.24	32.96	
6/26/18	364	4	10.07	40.28	
6/26/18	364	5	11.53	57.65	
6/26/18	364	4	10.72	42.88	
6/26/18	22	1	7.81	7.81	
6/26/18	22	3	7.62	22.86	
6/26/18	24	4	2	8	
6/26/18	24	3	3.62	10.86	
6/26/18	25	5	6.68	33.4	
6/26/18	25	6	4.97	29.82	
6/26/18	30	3	5.64	16.92	
6/26/18	30	2	5	10	
6/26/18	30	2	5	10	
6/26/18	30	3	4.54	13.62	
6/26/18	30	1	3.15	3.15	
6/26/18	30	4	4.33	17.32	
6/26/18	34	7	7.45	52.15	
6/26/18	36	3	5.3	15.9	
6/26/18	36	7	7.86	55.02	
6/26/18	36	5	6.75	33.75	
6/26/18	36	6	7.66	45.96	
6/26/18	38	5	7.96	39.8	
6/26/18	38	4	11.58	46.32	
6/26/18	38	4	9.43	37.72	
6/26/18	38	6	6.47	38.82	
6/26/18	38	2	9.08	18.16	
6/26/18	38	3	6.04	18.12	
6/26/18	38	4	7.33	29.32	
6/26/18	38	5	9.02	45.1	
6/26/18	38	4	8.73	34.92	
6/26/18	38	3	8.97	26.91	
6/26/18	38	4	8.76	35.04	
6/26/18	38	2	7.56	15.12	
6/26/18	38	4	6.8	27.2	
6/26/18	38	4	8.11	32.44	
6/26/18	39	3	4.32	12.96	
6/26/18	39	1	5.28	5.28	
6/26/18	39	1	6.67	6.67	
6/26/18	39	2	5.09	10.18	
6/26/18	39	1	5.85	5.85	
6/26/18	39	1	4.99	4.99	
6/26/18	42	9	5.51	49.59	
6/26/18	42	4	10.43	41.72	
6/26/18	44	3	6.68	20.04	
6/26/18	44	5	7.59	37.95	
6/26/18	44	7	9.34	65.38	
6/26/18	44	9	7.75	69.75	
6/26/18	44	6	8.83	52.98	
6/26/18	44	4	7.36	29.44	
6/26/18	44	3	8.66	25.98	
6/26/18	44	7	7.49	52.43	
6/26/18	44	8	8.43	67.44	
6/26/18	44	8	9.55	76.4	
6/26/18	44	5	8.32	41.6	
6/26/18	44	3	7.52	22.56	
6/26/18	44	6	8.56	51.36	
6/26/18	44	8	9.73	77.84	
6/26/18	44	9	8.6	77.4	
6/26/18	48	4	5.06	20.24	
6/26/18	48	4	4.69	18.76	
6/26/18	52	3	4.98	14.94	
6/26/18	52	10	9.44	94.4	
6/26/18	54	13	10.32	134.16	
6/26/18	54	9	8.86	79.74	
6/26/18	54	6	11.08	66.48	
6/26/18	54	12	10.03	120.36	
6/26/18	54	9	9.53	85.77	
6/26/18	54	9	10.48	94.32	
6/26/18	54	7	8.08	56.56	
6/26/18	54	8	10.12	80.96	
6/26/18	54	19	10.13	192.47	
6/26/18	54	7	8.16	57.12	
6/26/18	54	8	6.98	55.84	
6/26/18	54	28	9.8	274.4	
6/26/18	54	13	10.57	137.41	
6/26/18	54	7	9.04	63.28	
6/26/18	55	2	2.27	4.54	
6/26/18	56	5	8.61	43.05	
6/26/18	56	3	4.42	13.26	
6/26/18	56	4	8.41	33.64	
6/26/18	56	1	2.84	2.84	
6/26/18	62	10	10.83	108.3	
6/26/18	64	5	7.97	39.85	
6/26/18	64	7	9.72	68.04	
6/26/18	68	5	7.21	36.05	
6/26/18	68	9	8.81	79.29	
6/26/18	68	10	9.61	96.1	
6/26/18	68	5	8.98	44.9	
6/26/18	68	7	8.51	59.57	
6/26/18	68	4	6.66	26.64	
6/26/18	68	8	4.99	39.92	
6/26/18	68	2	6.12	12.24	
6/26/18	68	3	7.08	21.24	
6/26/18	68	1	5.06	5.06	
6/26/18	68	7	8.79	61.53	
6/26/18	70	2	5.51	11.02	
6/26/18	70	7	8.46	59.22	
6/26/18	71	5	8.79	43.95	
6/26/18	71	5	7.37	36.85	
6/26/18	71	8	7.75	62	
6/26/18	71	7	8.58	60.06	
6/26/18	71	4	7.02	28.08	
6/26/18	71	8	9.44	75.52	
6/26/18	72	6	7.49	44.94	
6/26/18	73	3	10.44	31.32	
6/26/18	80	4	7.87	31.48	
6/26/18	80	6	8.82	52.92	
6/26/18	81	8	9.01	72.08	
6/26/18	81	4	7.58	30.32	
6/26/18	81	6	8.33	49.98	
6/26/18	82	3	8.11	24.33	
6/26/18	82	4	6.29	25.16	
6/26/18	82	3	5.19	15.57	
6/26/18	82	3	6.55	19.65	
6/26/18	83	10	10.53	105.3	
6/26/18	83	8	7.99	63.92	
6/26/18	83	9	8.15	73.35	
6/26/18	83	10	10.01	100.1	
6/26/18	83	8	8.75	70	
6/26/18	83	8	7.08	56.64	
6/26/18	83	6	8.41	50.46	
6/26/18	83	9	9.74	87.66	
6/26/18	83	8	10.21	81.68	
6/26/18	83	7	8.74	61.18	
6/26/18	83	9	11.44	102.96	
6/26/18	83	6	8.06	48.36	
6/26/18	83	9	10	90	
6/26/18	84	4	8.13	32.52	
6/26/18	84	3	7.06	21.18	
6/26/18	84	3	5.82	17.46	
6/26/18	84	4	8.47	33.88	
6/26/18	90	2	8.34	16.68	
6/26/18	90	6	7.05	42.3	
6/26/18	90	3	7.54	22.62	
6/26/18	92	5	5.57	27.85	
6/26/18	92	5	7.38	36.9	
6/26/18	92	6	6.19	37.14	
6/26/18	92	4	7.44	29.76	
6/26/18	102	3	7.98	23.94	
6/26/18	103	5	6.46	32.3	
6/26/18	103	5	6.86	34.3	
6/26/18	103	5	8.43	42.15	
6/26/18	106	3	7.04	21.12	
6/26/18	103	4	10.05	40.2	
6/26/18	103	1	8.43	8.43	
6/26/18	103	2	4.65	9.3	
6/26/18	103	2	4.61	9.22	
6/26/18	107	4	7.65	30.6	
6/26/18	107	6	9.02	54.12	
6/26/18	107	2	6.04	12.08	
6/26/18	107	2	7.16	14.32	
6/26/18	107	6	8.17	49.02	
6/26/18	107	1	8.47	8.47	
6/26/18	107	3	10.46	31.38	
6/26/18	107	2	9.22	18.44	
6/26/18	107	3	8.64	25.92	
6/26/18	107	5	6.51	32.55	
6/26/18	107	4	8.7	34.8	
6/26/18	108	7	8.8	61.6	
6/26/18	108	10	8.87	88.7	
6/26/18	108	3	7.51	22.53	
6/26/18	108	7	6.71	46.97	
6/26/18	108	13	7.52	97.76	
6/26/18	108	6	6.58	39.48	
6/26/18	108	4	7.22	28.88	
6/26/18	108	21	7.96	167.16	
6/26/18	108	6	6.1	36.6	
6/26/18	108	5	7.46	37.3	
6/26/18	108	5	9.1	45.5	
6/26/18	108	9	8.32	74.88	
6/26/18	108	2	8.22	16.44	
6/26/18	108	8	9.58	76.64	
6/26/18	110	2	4.12	8.24	
6/26/18	110	4	4.61	18.44	
6/26/18	110	3	9.82	29.46	
6/26/18	110	4	4.84	19.36	
6/26/18	110	4	7.91	31.64	
6/26/18	419	7	9.44	66.08	
6/26/18	419	4	9.69	38.76	
6/26/18	419	4	8.48	33.92	
6/26/18	419	3	10.92	32.76	
6/26/18	419	6	9.99	59.94	
6/26/18	419	8	7.39	59.12	
6/26/18	419	4	9.8	39.2	
6/26/18	419	4	8.94	35.76	
6/26/18	419	4	9.44	37.76	
6/26/18	419	2	9.93	19.86	
6/26/18	419	3	9.06	27.18	
6/26/18	419	2	9.87	19.74	
6/26/18	419	9	11.82	106.38	
6/26/18	419	4	9.04	36.16	
6/26/18	419	6	10.57	63.42	
6/26/18	419	5	9.56	47.8	
6/26/18	416	3	10.21	30.63	
6/26/18	416	4	9.66	38.64	
6/26/18	416	8	8.61	68.88	
6/26/18	416	4	8.1	32.4	
6/26/18	416	8	11.27	90.16	
6/26/18	416	5	11.05	55.25	
6/26/18	416	6	8.58	51.48	
6/26/18	416	2	8.75	17.5	
6/26/18	416	2	8.07	16.14	
6/26/18	416	4	10.49	41.96	
6/26/18	416	3	12.32	36.96	
6/26/18	416	4	9.8	39.2	
6/26/18	416	3	12.15	36.45	
6/26/18	416	5	8.85	44.25	
6/26/18	416	3	6.54	19.62	
6/26/18	416	6	11.31	67.86	
6/26/18	416	4	9.59	38.36	
6/26/18	416	4	8.94	35.76	
6/26/18	416	3	8.55	25.65	
6/26/18	434	6	10.06	60.36	
6/26/18	434	3	6.62	19.86	
6/26/18	435	7	10.46	73.22	
6/26/18	435	5	11.12	55.6	
6/26/18	438	5	10.3	51.5	
6/26/18	438	6	9.82	58.92	
6/26/18	438	8	6.28	50.24	
6/26/18	438	5	9.85	49.25	
6/26/18	438	5	8.96	44.8	
6/26/18	438	5	10.38	51.9	
6/26/18	438	9	10.46	94.14	
6/26/18	438	5	9.96	49.8	
6/26/18	442	4	8.37	33.48	
6/26/18	442	6	8.99	53.94	
6/26/18	442	7	9.15	64.05	
6/26/18	442	8	7.74	61.92	
6/26/18	442	7	9.31	65.17	
6/26/18	442	5	9.3	46.5	
6/26/18	442	6	9.71	58.26	
6/26/18	442	5	9.13	45.65	
6/26/18	442	5	9.18	45.9	
6/26/18	442	4	9.22	36.88	
6/26/18	442	7	8.9	62.3	
6/26/18	442	6	9.75	58.5	
6/26/18	442	6	8.45	50.7	
6/26/18	442	10	8.79	87.9	
6/26/18	442	6	9.23	55.38	
6/26/18	442	4	6.62	26.48	
6/26/18	442	6	8	48	
6/26/18	443	6	9.87	59.22	
6/26/18	443	5	10.26	51.3	
6/26/18	447	4	9.05	36.2	
6/26/18	447	4	6.75	27	
6/26/18	447	3	6.49	19.47	
6/26/18	447	4	6.69	26.76	
6/26/18	452	5	9.02	45.1	
6/26/18	452	8	8.4	67.2	
6/26/18	452	4	7.73	30.92	
6/26/18	452	4	8.75	35	
6/26/18	456	6	10.94	65.64	
6/26/18	456	5	9.54	47.7	
6/26/18	456	6	11.54	69.24	
6/26/18	456	4	9.62	38.48	
6/26/18	454	2	10.85	21.7	
6/26/18	454	8	9.67	77.36	
6/26/18	454	9	9.64	86.76	
6/26/18	457	2	5.92	11.84	
6/26/18	457	5	8.45	42.25	
6/26/18	457	5	7.75	38.75	
6/26/18	457	5	8.24	41.2	
6/26/18	474	1	7.84	7.84	
6/26/18	245	22	10.93	240.46	
6/26/18	245	9	10.81	97.29	
6/26/18	245	5	8.64	43.2	
6/26/18	245	13	10.84	140.92	
6/26/18	245	14	9.5	133	
6/26/18	245	8	11.34	90.72	
6/26/18	245	18	11.39	205.02	
6/26/18	245	5	9.3	46.5	
6/26/18	245	2	10.77	21.54	
6/26/18	247	11	11.11	122.21	
6/26/18	247	11	11.27	123.97	
6/26/18	247	18	14.88	267.84	
6/26/18	249	14	10.53	147.42	
6/26/18	249	4	6.01	24.04	
6/26/18	249	2	7.55	15.1	
6/26/18	249	8	8.33	66.64	
6/26/18	249	3	6.45	19.35	
6/26/18	249	4	6.09	24.36	
6/26/18	249	1	6.54	6.54	
6/26/18	249	3	7.59	22.77	
6/26/18	249	8	8.37	66.96	
6/26/18	254	8	11.05	88.4	
6/26/18	254	8	10.76	86.08	
6/26/18	254	8	10.18	81.44	
6/26/18	254	4	10.45	41.8	
6/26/18	254	7	11.79	82.53	
6/26/18	254	9	11.32	101.88	
6/26/18	254	8	11.45	91.6	
6/26/18	254	9	11.1	99.9	
6/26/18	254	7	10.43	73.01	
6/26/18	254	7	10.18	71.26	
6/26/18	254	5	10	50	
6/26/18	254	8	11.66	93.28	
6/26/18	254	12	12.19	146.28	
6/26/18	254	9	11.75	105.75	
6/26/18	254	3	9.28	27.84	
6/26/18	254	3	9.58	28.74	
6/26/18	257	13	11.33	147.29	
6/26/18	257	8	9.73	77.84	
6/26/18	257	10	9.94	99.4	
6/26/18	257	10	11.62	116.2	
6/26/18	257	10	9.45	94.5	
6/26/18	257	12	10.51	126.12	
6/26/18	257	5	10.79	53.95	
6/26/18	257	6	13.02	78.12	
6/26/18	257	11	12.61	138.71	
6/26/18	257	3	8.32	24.96	
6/26/18	257	8	9.38	75.04	
6/26/18	257	2	9.98	19.96	
6/26/18	257	2	9.32	18.64	
6/26/18	257	3	9.17	27.51	
6/26/18	259	8	10.46	83.68	
6/26/18	259	5	9.9	49.5	
6/26/18	259	5	10.5	52.5	
6/26/18	259	10	12.11	121.1	
6/26/18	261	5	8.69	43.45	
6/26/18	261	17	14.09	239.53	
6/26/18	261	9	11.04	99.36	
6/26/18	261	4	12.31	49.24	
6/26/18	261	7	12.5	87.5	
6/26/18	261	9	12.38	111.42	
6/26/18	261	11	12.58	138.38	
6/26/18	261	6	12.16	72.96	
6/26/18	261	12	13.15	157.8	
6/26/18	261	9	12.45	112.05	
6/26/18	261	6	11.07	66.42	
6/26/18	261	5	13.06	65.3	
6/26/18	261	6	12.27	73.62	
6/26/18	261	4	14.15	56.6	
6/26/18	261	9	13.11	117.99	
6/26/18	261	13	12.16	158.08	
6/26/18	261	6	11.56	69.36	
6/26/18	261	6	12.83	76.98	
6/26/18	261	6	12	72	
6/26/18	387	12	14.2	170.4	
6/26/18	387	19	11.71	222.49	
6/26/18	387	17	13.24	225.08	
6/26/18	387	20	13	260	
6/26/18	387	16	13.52	216.32	
6/26/18	387	14	14.43	202.02	
6/26/18	387	13	13.06	169.78	
6/26/18	387	5	12.42	62.1	
6/26/18	388	6	10.36	62.16	
6/26/18	388	11	10.59	116.49	
6/26/18	389	6	8.51	51.06	
6/26/18	389	6	10.7	64.2	
6/26/18	389	15	13.7	205.5	
6/26/18	389	7	10.61	74.27	
6/26/18	389	20	13.03	260.6	
6/26/18	389	6	11.17	67.02	
6/26/18	393	11	9.78	107.58	
6/26/18	393	7	10.27	71.89	
6/26/18	393	6	6.58	39.48	
6/26/18	393	5	11.35	56.75	
6/26/18	393	15	11.28	169.2	
6/26/18	402	11	12.2	134.2	
6/26/18	402	11	10.29	113.19	
6/26/18	403	3	8.41	25.23	
6/26/18	403	3	7.48	22.44	
6/26/18	403	3	9.65	28.95	
6/26/18	403	3	4.09	12.27	
6/26/18	403	2	4.63	9.26	
6/26/18	403	1	5.31	5.31	
6/26/18	409	7	11.45	80.15	
6/26/18	409	10	10	100	
6/26/18	409	13	11.82	153.66	
6/26/18	409	6	11.16	66.96	
6/26/18	409	12	12.54	150.48	
6/26/18	409	6	8.46	50.76	
6/26/18	416	3	10.07	30.21	
6/26/18	416	3	10.25	30.75	
6/26/18	111	12	8.61	103.32	
6/26/18	111	11	7.58	83.38	
6/26/18	111	3	4.04	12.12	
6/26/18	111	3	10.58	31.74	
6/26/18	111	9	8.45	76.05	
6/26/18	114	4	10.65	42.6	
6/26/18	115	4	6.82	27.28	
6/26/18	115	7	7.94	55.58	
6/26/18	115	5	6.97	34.85	
6/26/18	115	6	6.17	37.02	
6/26/18	115	5	7.95	39.75	
6/26/18	115	3	4.65	13.95	
6/26/18	115	2	6.59	13.18	
6/26/18	115	6	5.64	33.84	
6/26/18	116	10	8.51	85.1	
6/26/18	116	6	7.01	42.06	
6/26/18	116	7	9.24	64.68	
6/26/18	116	4	7.48	29.92	
6/26/18	116	14	8.67	121.38	
6/26/18	116	4	8.15	32.6	
6/26/18	116	9	6.88	61.92	
6/26/18	116	9	8.14	73.26	
6/26/18	116	11	9.78	107.58	
6/26/18	116	5	7.89	39.45	
6/26/18	116	5	7.89	39.45	
6/26/18	116	3	7.53	22.59	
6/26/18	117	3	9.98	29.94	
6/26/18	117	6	10.66	63.96	
6/26/18	118	10	7.75	77.5	
6/26/18	118	10	7.01	70.1	
6/26/18	124	4	9.27	37.08	
6/26/18	124	1	6.07	6.07	
6/26/18	124	6	5.41	32.46	
6/26/18	124	2	7.2	14.4	
6/26/18	124	5	5.65	28.25	
6/26/18	127	8	7.89	63.12	
6/26/18	127	10	6.56	65.6	
6/26/18	127	7	10.26	71.82	
6/26/18	128	4	8.15	32.6	
6/26/18	128	11	7.57	83.27	
6/26/18	128	4	8.09	32.36	
6/26/18	128	4	6.41	25.64	
6/26/18	128	6	9.42	56.52	
6/26/18	128	8	10.75	86	
6/26/18	128	13	9.25	120.25	
6/26/18	128	4	7.62	30.48	
6/26/18	128	8	9.07	72.56	
6/26/18	128	4	8.14	32.56	
6/26/18	205	13	10.05	130.65	
6/26/18	205	7	8.85	61.95	
6/26/18	205	4	9.62	38.48	
6/26/18	205	4	5.45	21.8	
6/26/18	205	3	4.02	12.06	
6/26/18	205	5	6.19	30.95	
6/26/18	206	3	7.38	22.14	
6/26/18	206	6	8.61	51.66	
6/26/18	206	7	10.13	70.91	
6/26/18	208	12	8.52	102.24	
6/26/18	208	7	8.17	57.19	
6/26/18	208	5	9.32	46.6	
6/26/18	208	3	6.89	20.67	
6/26/18	208	6	10.28	61.68	
6/26/18	208	5	8.72	43.6	
6/26/18	208	16	10.31	164.96	
6/26/18	208	3	5.86	17.58	
6/26/18	213	7	8.44	59.08	
6/26/18	214	7	9.46	66.22	
6/26/18	214	7	10.64	74.48	
6/26/18	214	7	12.64	88.48	
6/26/18	214	9	11	99	
6/26/18	214	9	13.09	117.81	
6/26/18	216	2	7.33	14.66	
6/26/18	216	6	11.31	67.86	
6/26/18	216	7	12.07	84.49	
6/26/18	216	4	9.34	37.36	
6/26/18	216	22	12.96	285.12	
6/26/18	223	7	6.79	47.53	
6/26/18	223	16	8.07	129.12	
6/26/18	223	15	7.83	117.45	
6/26/18	223	17	7.41	125.97	
6/26/18	223	14	9.83	137.62	
6/26/18	223	9	7.75	69.75	
6/26/18	223	20	7.81	156.2	
6/26/18	223	9	8.92	80.28	
6/26/18	223	14	5.76	80.64	
6/26/18	223	10	7.85	78.5	
6/26/18	224	3	8.44	25.32	
6/26/18	225	6	7.8	46.8	
6/26/18	225	6	8.43	50.58	
6/26/18	225	5	5.47	27.35	
6/26/18	225	5	8.04	40.2	
6/26/18	225	4	6.54	26.16	
6/26/18	231	5	6.65	33.25	
6/26/18	231	6	6.02	36.12	
6/26/18	231	6	7.64	45.84	
6/26/18	235	11	8.2	90.2	
6/26/18	235	14	8.2	114.8	
6/26/18	235	4	8.57	34.28	
6/26/18	264	9	9.41	84.69	
6/26/18	264	12	11.87	142.44	
6/26/18	264	14	12.39	173.46	
6/26/18	264	15	9.08	136.2	
6/26/18	264	11	11.81	129.91	
6/26/18	264	8	9.69	77.52	
6/26/18	264	12	10.6	127.2	
6/26/18	264	12	9.54	114.48	
6/26/18	264	14	9.42	131.88	
6/26/18	264	7	10.01	70.07	
6/26/18	264	12	10.99	131.88	
6/26/18	264	10	10.23	102.3	
6/26/18	264	4	8.04	32.16	
6/26/18	264	4	8.28	33.12	
6/26/18	264	7	8.14	56.98	
6/26/18	264	7	9.11	63.77	
6/26/18	275	7	10.8	75.6	
6/26/18	275	6	10.61	63.66	
6/26/18	275	8	12.04	96.32	
6/26/18	275	8	10.7	85.6	
6/26/18	275	9	10.71	96.39	
6/26/18	275	8	10.93	87.44	
6/26/18	275	5	11.69	58.45	
6/26/18	275	7	10.47	73.29	
6/26/18	275	9	12.44	111.96	
6/26/18	275	5	11.45	57.25	
6/26/18	275	6	10.53	63.18	
6/26/18	275	6	9.5	57	
6/26/18	275	4	9.84	39.36	
6/26/18	275	6	10.97	65.82	
6/26/18	275	7	9.58	67.06	
6/26/18	275	5	9.13	45.65	
6/26/18	275	3	10.69	32.07	
6/26/18	278	1	6.55	6.55	
6/26/18	278	3	7.23	21.69	
6/26/18	278	1	9.01	9.01	
6/26/18	278	4	6.72	26.88	
6/26/18	279	2	10.14	20.28	
6/26/18	279	3	8.57	25.71	
6/26/18	279	2	6.9	13.8	
6/26/18	283	2	6.35	12.7	
6/26/18	283	2	6.42	12.84	
6/26/18	285	4	9.99	39.96	
6/26/18	285	8	10.82	86.56	
6/26/18	285	9	10.97	98.73	
6/26/18	296	3	7.21	21.63	
6/26/18	296	2	5.89	11.78	
6/26/18	302	3	12.83	38.49	
6/26/18	302	6	11.52	69.12	
6/26/18	302	7	11.09	77.63	
6/26/18	302	2	10.17	20.34	
6/26/18	302	7	12.13	84.91	
6/26/18	302	7	11.48	80.36	
6/26/18	302	13	11.29	146.77	
6/26/18	302	6	9.6	57.6	
6/26/18	302	7	10.73	75.11	
6/26/18	302	4	9.93	39.72	
6/26/18	306	3	10.07	30.21	
6/26/18	306	2	8.12	16.24	
6/26/18	306	5	13.02	65.1	
6/26/18	306	1	4.92	4.92	
6/26/18	321	21	12.55	263.55	
6/26/18	321	17	10.62	180.54	
6/26/18	321	13	9.26	120.38	
6/26/18	321	23	11.91	273.93	
6/26/18	321	17	10.34	175.78	
6/26/18	321	24	11.77	282.48	
6/26/18	321	24	10.52	252.48	
6/26/18	321	15	11.1	166.5	
6/26/18	321	7	8.97	62.79	
6/26/18	321	18	9.44	169.92	
6/26/18	321	11	11.86	130.46	
6/26/18	321	15	10.48	157.2	
6/26/18	321	15	11.16	167.4	
6/26/18	321	10	9.11	91.1	
6/26/18	312	12	11.2	134.4	
6/26/18	312	10	9.17	91.7	
6/26/18	312	5	10.25	51.25	
6/26/18	312	13	10.45	135.85	
6/26/18	312	14	10.77	150.78	
6/26/18	312	15	10.17	152.55	
6/26/18	312	12	10.34	124.08	
6/26/18	312	14	10.06	140.84	
6/26/18	312	23	10.59	243.57	
6/26/18	312	9	9.18	82.62	
6/26/18	326	7	9.69	67.83	
6/26/18	326	8	9.75	78	
6/26/18	326	12	11.69	140.28	
6/26/18	326	8	10.46	83.68	
6/26/18	326	14	12.03	168.42	
6/26/18	326	8	11.73	93.84	
6/26/18	326	5	7.67	38.35	
6/26/18	333	13	9.84	127.92	
6/26/18	333	12	9.75	117	
6/26/18	333	26	10.53	273.78	
6/26/18	334	4	13.42	53.68	
6/26/18	334	8	9.63	77.04	
6/26/18	337	6	13.66	81.96	
6/26/18	337	5	13.84	69.2	
6/26/18	337	6	13.38	80.28	
6/26/18	337	8	13.62	108.96	
6/26/18	337	4	11.82	47.28	
6/26/18	337	6	12.79	76.74	
6/26/18	337	5	11.77	58.85	
6/26/18	337	15	13.25	198.75	
6/26/18	337	5	12.67	63.35	
6/26/18	337	4	12.18	48.72	
6/26/18	339	6	11.45	68.7	
6/26/18	349	7	11.12	77.84	
6/26/18	349	9	7.65	68.85	
6/26/18	351	14	12.84	179.76	
6/26/18	351	11	12.86	141.46	
6/26/18	351	11	11.9	130.9	
6/26/18	360	8	10.48	83.84	
6/26/18	360	5	7.09	35.45	
6/26/18	360	6	11.18	67.08	
6/26/18	360	5	8.46	42.3	
6/26/18	360	9	9.28	83.52	
6/26/18	360	7	8.42	58.94	
6/26/18	360	5	8.96	44.8	
6/26/18	360	4	8.5	34	
6/26/18	360	3	7.19	21.57	
6/26/18	360	3	7.3	21.9	
6/26/18	255	15	9.95	149.25	
6/26/18	148	6	9.9	59.4	
6/26/18	148	3	7.9	23.7	
6/26/18	148	3	7.86	23.58	
6/26/18	148	5	8.93	44.65	
6/26/18	148	5	8.8	44	
6/26/18	148	4	7.53	30.12	
6/26/18	148	4	8.64	34.56	
6/26/18	148	4	8.2	32.8	
6/26/18	148	4	8.85	35.4	
6/26/18	148	3	8.06	24.18	
6/26/18	148	3	7.57	22.71	
6/26/18	148	3	7.75	23.25	
6/26/18	153	2	9.11	18.22	
6/26/18	153	4	10.04	40.16	
6/26/18	159	7	9.46	66.22	
6/26/18	159	4	8.66	34.64	
6/26/18	159	4	9.72	38.88	
6/26/18	159	3	9.42	28.26	
6/26/18	159	2	9.6	19.2	
6/26/18	159	3	8.61	25.83	
6/26/18	159	4	8.66	34.64	
6/26/18	159	4	7.09	28.36	
6/26/18	159	5	9.81	49.05	
6/26/18	159	3	7.82	23.46	
6/26/18	159	3	9.09	27.27	
6/26/18	159	5	7.54	37.7	
6/26/18	159	3	8.49	25.47	
6/26/18	159	4	8.25	33	
6/26/18	159	3	9.59	28.77	
6/26/18	159	3	8.28	24.84	
6/26/18	159	3	9.44	28.32	
6/26/18	159	3	8.73	26.19	
6/26/18	160	5	7.4	37	
